BmV18hpi_uninfected_b	BmV18hpi_uninfected_c	BmV4dpi_uninfected_b	BmV4dpi_uninfected_c	BmV8dpi_uninfected_b	BmV8dpi_uninfected_c	BmV18hpi_a	BmV18hpi_b	BmV4dpi_a	BmV4dpi_b	BmV8dpi_a	BmV8dpi_b
AAEL014020	0	1	24	105	9	32	0	3	30	0	0	0
AAEL014021	150	116	270	481	515	381	242	241	304	321	321	318
AAEL014022	128	168	239	259	501	264	114	152	238	252	168	228
AAEL014023	148	172	576	842	1002	844	274	287	825	333	489	734
AAEL014024	224	211	205	243	646	415	1082	963	1339	703	824	1087
AAEL014025	9	47	1376	3985	203	2167	9	65	1106	17	22	266
AAEL014026	1147	746	1025	1047	3110	1793	937	784	1478	2219	1417	839
AAEL014027	169	154	258	565	428	392	213	195	256	186	161	216
AAEL014028	131	159	343	662	558	627	236	273	365	577	457	239
AAEL014029	528	543	484	698	1087	877	862	763	728	500	708	809
AAEL014030	292	311	657	1687	808	1046	135	144	297	101	117	211
AAEL014031	1224	1355	2085	2945	4518	3555	1659	1604	2617	1940	1938	2328
AAEL014032	42	18	23	24	58	30	23	20	20	34	40	50
AAEL014033	15	24	37	17	99	37	7	1	16	5	0	9
AAEL014034	607	820	4541	10855	2913	4334	760	1029	3671	981	1257	1729
AAEL014035	1731	1919	2020	2135	4602	2316	1606	1844	2681	2681	2641	3161
AAEL014036	0	2	34	67	6	71	1	3	49	5	4	2
AAEL014037	126	166	453	583	1087	1026	308	338	597	652	522	546
AAEL014038	204	153	397	812	474	520	342	415	465	278	400	331
AAEL014039	9681	10479	6888	6746	14983	12284	34098	32796	36326	31406	15761	15066
AAEL014040	30	49	160	318	215	298	144	142	162	104	106	101
AAEL014041	37	54	151	418	316	196	10	30	67	45	26	39
AAEL014042	3897	3852	5048	7202	12184	7614	3518	3597	4617	3977	4883	4886
AAEL014043	70	56	259	421	274	220	71	75	208	119	170	141
AAEL014044	67	87	70	93	225	128	78	76	98	97	101	150
AAEL014045	170	123	498	572	1763	1042	87	64	696	646	1067	861
AAEL014046	160	135	638	1644	605	775	99	165	392	126	111	209
AAEL014047	2	2	3	9	13	8	0	0	0	0	3	0
AAEL014048	88	112	171	426	372	204	38	74	44	45	102	114
AAEL014049	49	57	144	276	261	254	140	133	75	112	161	307
AAEL014050	135	200	224	439	382	364	362	384	340	276	229	263
AAEL014051	185	272	2653	6650	1907	3464	567	716	2086	839	888	1428
AAEL014052	101	77	99	84	174	196	226	237	149	110	173	178
AAEL014053	615	626	1669	3141	3455	2025	1067	1063	1686	1429	1413	1555
AAEL014054	159	164	490	1263	596	789	223	271	454	205	235	327
AAEL014055	644	595	1482	3756	2000	2894	1401	1357	2263	1356	1916	2130
AAEL014056	166	167	447	805	748	640	257	220	560	412	417	524
AAEL014057	3626	3947	5072	6567	10860	5954	3171	2999	4178	3842	3166	3877
AAEL014058	116	84	141	164	372	248	374	240	308	281	290	337
AAEL014059	1132	1202	1838	2622	3839	2568	1102	1052	1709	1860	1924	2130
AAEL014060	61	48	167	328	204	230	72	103	196	101	134	130
AAEL014061	216	286	517	870	827	739	376	278	708	488	466	696
AAEL014062	35	40	82	186	142	88	38	48	104	71	36	88
AAEL014063	127	165	184	213	320	254	233	279	297	497	244	322
AAEL014064	494	951	665	1227	1859	1240	2407	2262	1939	1923	2103	2073
AAEL014065	0	0	1	0	1	0	0	0	0	3	0	0
AAEL014066	4	14	42	187	41	41	44	31	51	23	44	10
AAEL014067	8	12	5	2	22	20	5	13	19	25	5	14
AAEL014068	119	231	155	230	371	322	1192	816	447	443	502	446
AAEL014069	44	62	80	77	165	86	21	31	58	28	58	104
AAEL014070	33	94	133	289	259	218	165	150	127	179	146	117
AAEL014071	101	249	316	748	612	259	606	629	421	521	627	587
AAEL014072	82	72	391	1003	410	507	115	130	360	179	190	216
AAEL014073	37	56	31	30	82	19	54	52	53	25	12	27
AAEL014074	37	63	218	434	176	280	52	42	139	47	43	54
AAEL014075	0	0	0	1	0	0	0	0	0	0	0	0
AAEL014076	0	0	2	38	5	0	0	0	0	0	0	0
AAEL014077	164	645	699	509	1934	1079	903	623	696	1150	1321	587
AAEL014078	433	505	190	297	683	1124	1052	984	1049	2008	3407	1090
AAEL014079	162	100	76	129	234	314	276	266	179	197	598	303
AAEL014080	408	235	363	756	707	580	514	604	659	644	460	467
AAEL014082	11	11	38	26	109	130	23	22	130	186	128	272
AAEL014083	0	1	6	3	20	21	3	3	5	0	0	8
AAEL014084	17	41	777	2349	205	835	41	81	545	19	74	174
AAEL014085	23	36	71	10	95	42	67	57	56	38	130	138
AAEL014086	3	0	1	1	5	6	2	1	1	0	6	5
AAEL014087	0	0	0	1	6	0	0	0	0	0	0	0
AAEL014088	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014089	0	1	0	0	0	0	0	0	0	0	1	3
AAEL014090	48	33	57	100	135	56	45	50	73	77	51	45
AAEL014091	20	59	57	74	137	116	49	102	129	120	148	163
AAEL014092	107	169	130	224	232	299	307	248	215	189	147	159
AAEL014094	432	335	252	348	738	345	450	503	250	274	349	354
AAEL014095	265	343	446	840	710	427	443	515	507	386	373	419
AAEL014096	30	28	51	63	103	47	66	77	64	50	97	92
AAEL014098	158	213	751	1894	862	867	171	203	731	302	357	483
AAEL014099	169	194	314	742	367	387	368	333	474	293	329	398
AAEL014100	4	1	0	4	1	0	0	4	2	6	0	0
AAEL014101	0	2	0	1	5	0	27	60	193	249	19	74
AAEL014102	7	2	8	2	19	0	5	0	5	5	1	0
AAEL014103	0	0	0	0	0	0	0	0	0	0	1	2
AAEL014104	18	20	27	66	74	101	38	42	73	42	23	67
AAEL014105	158	159	194	105	171	108	206	131	197	132	153	198
AAEL014106	40	62	244	187	198	324	127	110	180	175	98	148
AAEL014107	134	164	160	115	322	247	220	143	298	337	157	278
AAEL014108	23	15	33	3	21	3	14	18	19	42	24	11
AAEL014109	59	79	82	20	135	47	61	45	122	89	66	129
AAEL014110	298	365	261	267	333	389	419	240	200	293	184	225
AAEL014111	349	502	442	254	508	394	910	750	607	547	643	820
AAEL014112	98	164	129	68	274	145	178	154	164	221	110	300
AAEL014113	0	0	0	0	0	0	0	2	0	0	0	0
AAEL014114	168	271	548	1249	566	634	85	145	255	97	89	159
AAEL014115	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014125	2	3	0	0	2	0	0	2	14	2	0	3
AAEL014126	0	0	863	608	84	196	0	0	135	0	0	24
AAEL014127	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014128	19	15	3551	3939	355	1020	19	0	9	0	0	493
AAEL014129	13	7	8	10	38	0	2	7	0	0	15	16
AAEL014130	361	380	816	1924	1249	1346	579	548	910	592	724	692
AAEL014131	0	0	20	15	9	2	0	3	4	6	5	3
AAEL014132	50	28	40	34	133	38	7	8	34	126	29	10
AAEL014133	1	0	0	0	0	0	0	0	0	0	0	0
AAEL014134	64	64	112	132	189	123	65	40	187	52	70	96
AAEL014135	9	7	20	9	52	32	26	31	20	37	16	32
AAEL014136	0	0	6	2	0	1	0	2	1	0	0	0
AAEL014137	455	601	196	395	858	660	526	680	583	607	904	1030
AAEL014138	240	335	338	207	555	1059	308	384	449	331	938	923
AAEL014139	230	241	240	400	555	408	292	320	384	255	978	860
AAEL014140	322	275	201	170	618	248	790	789	589	540	978	655
AAEL014141	1333	1365	638	1150	1256	1419	445	362	1211	994	2250	2117
AAEL014142	462	534	507	490	1200	582	766	716	779	766	689	680
AAEL014143	0	0	0	0	0	0	0	0	4	0	0	5
AAEL014144	18	17	99	165	84	37	13	15	58	15	44	21
AAEL014145	78	71	105	193	216	128	54	33	122	82	43	70
AAEL014146	276	317	396	804	672	758	951	744	499	375	776	810
AAEL014147	102	136	310	711	487	477	205	205	307	264	201	303
AAEL014148	53	53	59	117	209	162	135	99	142	110	91	133
AAEL014149	173	156	295	401	620	428	109	173	268	170	261	256
AAEL014150	90	52	71	78	267	194	59	63	96	66	59	50
AAEL014151	8	10	4	2	11	4	16	29	42	6	28	42
AAEL014152	101	106	144	132	442	168	119	156	193	183	215	259
AAEL014153	53	48	56	13	109	65	179	308	136	176	99	206
AAEL014154	48	54	56	17	74	61	156	143	112	111	132	175
AAEL014155	15	37	47	20	23	37	5	22	9	23	29	34
AAEL014156	14	7	6	0	65	0	15	13	2	11	43	26
AAEL014157	10	23	18	4	32	10	45	43	35	26	32	25
AAEL014158	278	427	437	848	713	644	385	320	411	318	711	576
AAEL014159	15	14	38	107	134	81	55	53	87	71	133	129
AAEL014160	389	466	383	148	529	399	347	599	341	619	799	865
AAEL014161	481	419	833	1795	1025	1533	471	435	729	980	407	565
AAEL014162	5	19	37	80	49	44	2	8	26	2	5	2
AAEL014163	0	0	0	2	4	0	0	0	0	2	0	0
AAEL014164	90	59	73	175	95	103	45	31	33	48	45	57
AAEL014165	17	17	10	22	21	6	1	8	6	10	10	8
AAEL014166	357	365	152	96	399	279	564	469	270	325	367	250
AAEL014167	42	27	116	387	137	228	119	100	117	93	88	124
AAEL014168	407	423	893	1649	2294	1556	506	429	773	636	640	966
AAEL014169	8	16	15	14	50	37	122	78	94	100	94	111
AAEL014170	5	1	0	1	0	0	1	0	1	1	4	3
AAEL014171	1	2	8	47	12	38	0	0	9	23	29	33
AAEL014172	6	5	9	11	31	6	3	4	7	8	31	12
AAEL014173	98	102	171	233	358	236	70	91	184	176	165	180
AAEL014174	2	2	0	3	0	0	0	0	0	0	0	4
AAEL014175	130	171	275	267	497	315	119	91	185	184	186	248
AAEL014176	18	35	25	77	62	27	36	34	88	35	41	38
AAEL014177	910	854	638	790	1392	1114	2231	2223	1125	1039	1298	1430
AAEL014178	144	196	994	2992	712	1131	199	238	732	291	286	303
AAEL014179	28	27	65	132	80	98	8	30	70	21	52	42
AAEL014180	0	22	494	1300	188	720	4	13	253	8	0	56
AAEL014181	417	457	826	393	1756	763	392	399	484	468	563	414
AAEL014182	0	6	7	19	11	31	2	0	20	0	7	4
AAEL014183	369	418	713	1021	1042	864	464	391	685	560	479	461
AAEL014185	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014186	23	23	4	9	9	12	90	98	6	2	15	5
AAEL014187	162	222	356	669	812	852	495	469	886	592	732	727
AAEL014188	12	13	33	2	1	0	3	28	1	43	2	0
AAEL014189	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014190	115	154	152	155	463	261	102	108	151	210	149	181
AAEL014191	96	140	94	80	252	130	153	177	168	147	105	175
AAEL014192	52	42	97	133	204	72	151	118	257	188	242	226
AAEL014193	2	0	0	0	0	0	4	0	0	0	0	3
AAEL014194	136	148	300	603	459	337	128	145	255	118	192	221
AAEL014195	33	45	121	239	137	180	54	42	104	34	67	46
AAEL014196	38	22	14	29	26	73	29	22	45	31	30	40
AAEL014197	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014198	716	624	857	919	2018	941	1640	1184	1763	1779	967	1006
AAEL014199	2129	1364	138	217	433	151	920	720	183	197	105	188
AAEL014200	2	2	0	2	4	4	0	0	0	1	0	4
AAEL014201	479	349	440	533	874	582	949	539	825	687	569	407
AAEL014202	1	4	7	16	24	0	0	2	0	4	0	6
AAEL014203	3	2	7	3	21	0	0	0	0	0	11	0
AAEL014204	469	452	333	433	847	674	635	568	497	464	618	640
AAEL014205	7	14	21	19	31	0	19	10	62	23	13	11
AAEL014206	1280	663	103	161	513	349	1640	1972	205	172	237	198
AAEL014207	112	141	156	435	299	318	308	411	144	158	159	144
AAEL014208	0	0	1	0	0	0	0	0	0	0	0	0
AAEL014210	7	3	6	11	3	0	5	0	1	2	0	8
AAEL014211	2	1	4	38	4	0	10	10	12	4	0	21
AAEL014212	593	556	2086	4626	2640	2616	703	716	1802	1039	1027	1214
AAEL014214	4	4	18	65	24	14	0	0	9	0	3	4
AAEL014215	1	4	0	5	3	0	18	5	12	10	8	3
AAEL014216	114	81	326	584	433	552	104	85	534	225	216	279
AAEL014217	272	247	481	724	741	728	325	243	720	358	560	393
AAEL014218	29	6	5	0	0	0	0	10	0	105	0	0
AAEL014219	312	349	529	1122	1340	762	253	272	457	379	398	413
AAEL014220	773	729	910	1865	1598	1237	1014	894	775	602	686	656
AAEL014221	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014222	0	30	1273	9395	2330	2466	0	47	875	0	0	26
AAEL014223	0	0	7	24	7	8	0	0	0	0	0	0
AAEL014224	19	19	10	7	23	7	4	4	0	11	1	8
AAEL014225	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014226	956	966	911	970	2597	1234	1086	1153	1228	1205	1269	1414
AAEL014227	146	125	167	166	450	168	185	208	283	227	231	197
AAEL014228	50	50	141	266	140	174	20	17	90	31	38	29
AAEL014229	45	34	34	58	115	108	34	18	44	34	36	34
AAEL014230	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014231	26	30	33	36	63	30	17	8	22	16	19	36
AAEL014232	0	0	0	0	0	0	0	0	2	0	0	0
AAEL014233	0	0	0	1	0	0	0	0	0	0	0	0
AAEL014234	288	203	800	916	2539	1650	613	609	789	987	675	713
AAEL014235	4	1	9	2	14	0	6	9	0	6	7	2
AAEL014236	6	3	15	31	79	40	8	11	153	211	9	15
AAEL014237	120	108	237	370	543	527	206	253	292	252	201	286
AAEL014238	693	840	1838	6153	2390	2809	942	835	1673	785	1554	2054
AAEL014239	0	0	4	1	0	0	0	0	0	0	0	0
AAEL014240	0	0	0	3	0	0	0	0	0	0	0	0
AAEL014241	4	1	3	3	0	0	0	0	6	4	9	5
AAEL014242	0	0	0	1	0	6	0	0	0	0	0	0
AAEL014243	0	3	1	6	13	22	2	2	0	0	2	0
AAEL014244	4	0	4	1	19	0	6	2	0	7	7	7
AAEL014245	0	0	6	3	0	0	0	0	0	0	0	0
AAEL014246	1692	2538	1879	2174	6821	3188	3885	2048	2462	2618	13538	10773
AAEL014247	17	31	96	204	106	135	22	15	81	34	56	18
AAEL014248	592	1129	675	1112	1635	1177	460	691	913	819	2287	2063
AAEL014249	618	632	1264	3188	1368	1757	484	429	975	503	430	529
AAEL014250	108	118	287	804	302	546	397	457	462	290	549	550
AAEL014251	18	14	114	423	32	284	7	27	68	14	25	16
AAEL014252	394	184	177	1482	541	453	529	548	552	507	282	210
AAEL014253	87	74	110	384	435	301	142	240	269	215	181	182
AAEL014254	21	25	46	140	125	128	77	38	68	22	40	33
AAEL014255	558	428	521	675	1394	1369	504	787	756	384	428	379
AAEL014256	91	84	515	1796	1108	1007	161	246	433	278	305	342
AAEL014257	86	86	102	525	398	256	96	175	151	59	100	55
AAEL014258	78	75	94	111	350	173	41	62	85	79	102	119
AAEL014259	0	0	16	0	0	35	0	0	0	0	47	11
AAEL014260	65	68	409	857	311	407	95	122	328	139	126	146
AAEL014261	212	224	457	662	1013	596	692	790	1285	1365	1354	1350
AAEL014262	203	263	453	698	860	1021	584	625	664	679	669	562
AAEL014263	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014264	4	11	17	34	37	62	36	21	58	44	33	50
AAEL014265	72	104	372	539	832	735	307	283	423	471	500	518
AAEL014266	1261	1154	1951	3813	2644	2542	1056	1203	1729	1037	1204	1418
AAEL014267	51	57	97	85	155	118	86	78	128	118	125	145
AAEL014268	329	258	48	60	138	113	162	115	71	336	108	141
AAEL014269	16	9	23	14	52	38	11	1	30	19	17	29
AAEL014270	0	0	1	2	0	0	0	0	0	6	1	4
AAEL014271	735	1036	477	743	833	722	1350	1157	649	598	684	528
AAEL014272	263	281	211	305	615	330	265	248	374	454	241	294
AAEL014273	367	415	384	644	729	785	408	452	559	406	661	703
AAEL014274	363	201	279	370	805	369	179	219	313	236	269	275
AAEL014275	4372	9672	2377	2905	5790	3361	2696	2465	3546	3203	5511	5147
AAEL014276	0	4	145	338	28	161	0	5	121	0	0	17
AAEL014277	2	0	4	5	8	0	0	1	4	4	3	11
AAEL014278	88	65	158	115	344	157	101	125	185	137	170	245
AAEL014279	1177	1097	214	358	533	202	719	849	169	171	145	192
AAEL014280	56	64	102	123	183	214	107	117	141	150	167	171
AAEL014281	611	649	718	1423	1419	1453	1101	1191	1426	1128	1045	1155
AAEL014282	362	474	524	907	1068	942	906	871	1006	827	785	956
AAEL014283	83	68	199	491	274	430	170	202	222	178	114	149
AAEL014284	1	3	7	1	9	0	4	6	15	0	4	13
AAEL014285	1754	2683	3549	3337	7681	6569	4611	4910	11263	10139	7096	7519
AAEL014286	228	282	890	2232	858	1407	402	364	836	475	483	653
AAEL014287	1	14	357	1297	79	549	107	118	287	6	9	78
AAEL014288	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014289	33	35	60	365	92	110	36	42	57	55	27	52
AAEL014290	6	3	5	8	27	10	0	6	2	1	4	0
AAEL014291	0	4	11	33	14	15	0	3	16	10	9	22
AAEL014292	2	41	23	41	46	8	675	566	1667	862	1822	1916
AAEL014293	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014294	1047	1265	1132	1441	2586	1754	1693	1044	1170	714	1121	1301
AAEL014295	241	258	493	860	809	1004	418	513	544	438	469	584
AAEL014296	1900	1898	2357	4357	3759	3181	1752	1536	1976	1334	1341	1302
AAEL014297	26	54	79	64	185	129	35	61	171	86	72	152
AAEL014298	497	438	113	94	285	104	448	335	64	79	60	57
AAEL014299	273	272	77	53	154	66	136	103	22	56	25	19
AAEL014300	0	0	0	0	0	0	0	11	0	0	0	0
AAEL014301	626	633	1126	1516	2653	1854	1010	1258	1652	1351	1854	2061
AAEL014302	119	147	150	128	413	228	112	147	304	251	583	391
AAEL014303	177	160	341	403	918	284	181	224	383	305	252	284
AAEL014304	1	2	2	3	4	0	0	3	2	0	8	0
AAEL014305	4	8	8	9	19	11	1	7	10	8	13	23
AAEL014306	3	2	2	0	8	7	1	0	0	6	0	0
AAEL014307	188	153	394	989	404	616	57	86	295	78	40	95
AAEL014308	230	188	386	736	480	391	48	92	270	104	92	120
AAEL014309	3745	4152	2888	4142	8229	5272	2934	2805	3109	2793	4148	3895
AAEL014310	283	276	307	543	681	423	309	351	367	373	588	529
AAEL014311	124	188	264	520	553	511	162	206	413	163	311	492
AAEL014312	110	62	112	22	113	93	19	91	101	5	194	253
AAEL014313	0	2	0	2	6	0	3	0	1	0	0	5
AAEL014314	14	23	480	1550	150	743	66	117	467	22	21	136
AAEL014315	5	27	37	32	37	61	81	181	431	149	156	504
AAEL014316	216	259	340	280	711	279	263	240	210	215	272	300
AAEL014317	289	305	389	471	699	543	260	374	445	319	462	549
AAEL014318	17464	16137	24076	25840	73708	26027	15056	15918	25009	23532	18714	20060
AAEL014319	0	0	0	0	0	1	0	1	0	0	4	0
AAEL014320	4	0	4	7	8	2	1	0	0	0	0	0
AAEL014321	7	10	17	41	50	59	8	10	25	26	13	13
AAEL014322	41	50	66	70	152	64	28	30	87	96	85	115
AAEL014323	564	562	876	1313	1645	1135	719	792	1008	846	995	1071
AAEL014324	0	3	4	18	23	20	23	8	66	14	35	37
AAEL014325	833	1164	1255	2425	2385	2294	1009	1091	1336	1128	1696	2029
AAEL014326	15	15	24	48	41	8	5	4	26	12	14	43
AAEL014327	1	6	4	7	19	5	5	0	0	6	3	4
AAEL014328	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014329	1823	1827	3939	8606	4838	4599	871	945	2164	1001	1126	1441
AAEL014330	0	6	10	29	9	7	3	3	21	0	2	10
AAEL014331	1008	833	843	1342	2173	1303	874	981	954	871	944	861
AAEL014332	18	21	12	42	75	36	42	15	51	37	10	28
AAEL014333	3	0	8	9	9	4	1	6	12	8	1	1
AAEL014334	7	2	26	6	29	6	1	1	1	2	0	11
AAEL014335	1057	1809	594	983	1240	825	379	316	346	468	808	973
AAEL014336	0	0	1	0	1	0	0	0	0	0	0	0
AAEL014337	2	2	46	58	17	18	4	4	44	9	2	22
AAEL014338	0	0	7	18	6	39	27	15	37	28	11	41
AAEL014339	95	97	147	162	366	328	200	151	200	230	237	294
AAEL014340	8	11	15	15	37	17	8	9	60	14	14	8
AAEL014341	53	38	280	566	282	476	45	52	180	76	73	104
AAEL014342	23	29	116	168	156	186	15	34	118	88	46	65
AAEL014343	11	15	39	19	77	34	19	12	24	27	21	41
AAEL014344	272	291	242	392	495	639	347	426	198	188	1429	1590
AAEL014345	1596	1542	998	1715	2192	1915	4394	4018	2073	1921	2623	2338
AAEL014347	153	174	238	324	336	285	67	60	161	113	125	172
AAEL014348	376	521	155	117	321	311	344	304	204	259	620	504
AAEL014349	467	598	1089	269	1308	2985	814	507	1531	2439	3491	2257
AAEL014350	28	24	21	27	119	53	79	107	146	121	237	229
AAEL014351	25	51	7	15	69	12	2	3	2	3	9	19
AAEL014353	133	212	97	91	402	297	195	264	412	305	1083	526
AAEL014354	442	516	266	226	836	435	520	494	636	468	1002	812
AAEL014355	223	169	190	173	552	223	164	160	277	238	279	289
AAEL014356	1	1	41	59	27	36	2	1	13	0	0	2
AAEL014357	0	0	3	0	0	0	0	0	1	1	4	0
AAEL014358	97	149	162	290	337	256	195	221	260	222	261	285
AAEL014359	0	0	0	1	0	0	0	0	1	3	3	0
AAEL014360	326	508	642	1131	1381	560	278	208	344	552	263	214
AAEL014361	425	436	570	565	2277	845	497	740	1021	659	926	877
AAEL014362	0	0	48	171	10	67	0	0	39	0	0	2
AAEL014363	37	34	23	17	113	95	180	183	190	228	929	918
AAEL014364	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014365	3011	3350	1368	4044	702	1924	1286	851	822	106	133	280
AAEL014366	28	46	59	63	117	126	112	111	124	154	74	102
AAEL014367	786	684	1477	2098	3376	1695	414	490	1103	826	833	1107
AAEL014368	74	64	138	292	270	300	98	127	150	187	88	186
AAEL014369	3	2	3	3	21	12	8	2	3	3	21	25
AAEL014370	4	2	19	13	19	16	0	6	5	4	10	5
AAEL014371	3	2	12	1	9	21	0	2	2	0	5	3
AAEL014372	13	17	1	0	44	3	31	19	38	16	17	17
AAEL014373	2	6	19	34	6	19	0	4	46	3	0	10
AAEL014374	0	0	1	0	0	0	0	0	0	0	0	0
AAEL014375	476	554	675	1211	1090	1129	869	864	801	607	800	1064
AAEL014376	12	20	81	144	108	126	41	29	83	63	42	81
AAEL014377	130	101	406	1082	399	642	279	241	547	295	344	382
AAEL014378	1263	1597	2905	2849	7234	3114	1962	1651	5371	4763	3760	4241
AAEL014379	2334	3863	2139	2925	5801	5259	6018	6222	3935	3469	2810	3704
AAEL014380	0	4	91	269	28	109	2	0	77	5	0	8
AAEL014381	76	77	53	60	255	132	262	315	114	81	130	162
AAEL014382	138	135	115	48	133	1314	466	667	944	1129	550	874
AAEL014383	86	104	161	155	348	465	82	92	181	122	83	89
AAEL014384	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014385	0	0	0	0	0	0	0	1	0	0	0	0
AAEL014386	150	144	110	88	456	178	163	160	274	145	557	899
AAEL014387	4	0	3	0	6	6	5	3	7	8	0	15
AAEL014388	34	47	149	498	199	302	183	159	194	100	174	238
AAEL014389	108	151	219	373	271	297	189	171	183	266	265	256
AAEL014390	19	4	8	6	21	205	20	60	135	646	60	231
AAEL014391	423	443	392	338	1047	494	509	484	432	463	411	597
AAEL014392	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014393	1311	1650	865	344	1142	925	2538	2080	2057	1713	976	1509
AAEL014394	367	408	444	769	767	782	433	423	524	379	489	645
AAEL014395	223	291	523	900	609	590	320	345	476	211	228	287
AAEL014396	711	758	828	1613	1536	1449	1164	1092	1051	879	947	1058
AAEL014397	2	6	8	21	16	20	1	1	21	1	4	9
AAEL014398	164	140	479	1575	777	828	156	263	485	209	316	352
AAEL014399	22	22	29	26	53	49	21	28	30	19	11	59
AAEL014402	8	30	92	179	68	41	58	50	108	64	44	59
AAEL014403	4	12	11	12	20	5	18	11	7	1	16	0
AAEL014404	0	1	1	0	0	0	0	0	0	0	0	0
AAEL014405	3	5	25	12	10	12	7	13	29	25	16	20
AAEL014406	45	68	106	32	153	93	87	68	96	104	43	82
AAEL014407	45	79	163	338	230	225	80	78	157	105	126	145
AAEL014408	73	101	755	2602	319	995	104	110	494	63	131	241
AAEL014409	0	0	0	0	0	0	0	0	0	1	0	0
AAEL014410	154	202	224	344	417	405	262	195	320	259	274	331
AAEL014411	1852	1275	897	292	949	302	198	173	209	50	40	84
AAEL014412	3438	2706	884	1885	4245	1291	876	418	101	203	202	163
AAEL014413	770	641	1699	2350	4377	2546	431	499	1745	1263	1501	1507
AAEL014414	612	793	1347	2686	2619	2345	1259	1411	1724	1444	1409	1624
AAEL014415	175	219	282	333	556	350	231	230	318	231	282	319
AAEL014416	38	65	93	56	109	173	151	132	158	220	160	175
AAEL014417	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014418	66	131	28	28	92	12	144	167	238	98	155	58
AAEL014419	41	55	32	40	132	41	540	469	431	355	348	426
AAEL014420	0	2	2	1	1	0	0	0	0	0	6	0
AAEL014421	79	68	40	40	153	81	27	34	37	32	29	33
AAEL014422	217	226	223	213	653	195	173	119	168	215	177	219
AAEL014425	189	194	248	310	622	339	163	168	160	180	134	168
AAEL014426	14163	11539	88	108	377	227	22551	18896	87	38	492	237
AAEL014427	0	0	0	0	3	0	0	2	5	0	4	11
AAEL014428	330	352	323	311	887	372	299	327	368	345	261	322
AAEL014429	29	34	20	22	89	43	24	13	23	30	25	27
AAEL014430	5	0	5	16	14	5	0	0	0	3	5	0
AAEL014431	4	0	0	4	4	0	0	3	0	0	0	0
AAEL014432	0	1	2	1	7	0	3	2	4	5	13	22
AAEL014433	10	12	3	5	24	18	2	3	14	18	1	13
AAEL014434	0	1	4	22	15	0	0	0	6	11	13	9
AAEL014435	52	70	133	105	275	187	44	50	74	182	92	81
AAEL014436	180	174	121	99	314	209	47	57	167	404	138	200
AAEL014437	37	21	94	88	286	33	76	34	199	177	117	117
AAEL014438	61	52	44	36	95	42	9	15	49	124	56	82
AAEL014439	63	80	45	53	245	53	12	18	34	25	3	44
AAEL014440	11	16	410	1224	234	794	10	45	259	19	18	84
AAEL014441	34	33	82	184	213	144	22	29	87	71	48	90
AAEL014443	0	0	3	6	1	0	0	0	2	0	0	0
AAEL014445	7	11	10	19	44	50	34	36	49	80	59	72
AAEL014446	0	0	0	3	3	4	0	0	0	0	0	0
AAEL014447	1	8	4	6	24	13	5	11	27	9	4	9
AAEL014448	16	11	15	38	36	43	16	18	17	8	6	10
AAEL014449	358	465	489	544	1848	818	2036	1729	831	267	889	772
AAEL014450	290	420	450	414	1278	685	329	365	490	512	434	663
AAEL014451	164	210	231	362	187	659	226	210	389	396	787	761
AAEL014452	1334	894	3212	3127	10688	2023	511	751	2531	1646	571	2735
AAEL014453	119	115	216	174	877	105	27	44	150	74	43	192
AAEL014454	38	46	191	180	181	549	166	140	264	384	821	666
AAEL014455	74	68	124	462	213	283	91	87	245	97	223	341
AAEL014456	2571	3827	2932	2842	5245	3765	6581	6329	3397	2867	3707	4477
AAEL014457	267	355	266	272	812	329	643	673	654	624	791	764
AAEL014480	0	0	0	0	0	0	0	0	0	0	0	0
AAEL014481	0	0	0	1	0	0	0	0	0	0	0	0
AAEL014482	4	1	2	3	21	7	0	0	0	0	8	6
AAEL014483	41	38	208	545	229	322	78	59	253	102	101	97
AAEL014484	531	625	666	661	1414	1293	1784	1648	2151	2124	2137	2200
AAEL014485	0	0	1	2	3	0	2	3	0	0	1	0
AAEL014486	858	609	528	361	1191	350	432	447	340	294	219	318
AAEL014487	24	29	263	816	132	336	9	18	140	7	7	30
AAEL014488	7	11	112	184	30	113	6	4	30	4	0	6
AAEL014489	58	70	100	111	206	307	111	99	181	207	101	149
AAEL014490	1206	1043	996	1127	2503	1631	1457	1639	1242	1222	1848	2612
AAEL014491	1220	1006	2369	4247	3769	2374	1162	1211	3677	1795	1536	1534
