agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAd_Bm1dpi_a	polyAd_Bm1dpi_b	polyAd_Bm2dpi_a	polyAd_Bm2dpi_b	polyAd_Bm3dpi_a	polyAd_Bm3dpi_b	polyAd_Bm4dpi_a	polyAd_Bm4dpi_b	polyAd_Bm8dpi_a	polyAd_Bm8dpi_b	polyAd_Bm20dpiM_a	polyAd_Bm20dpiM_b	agss_Bm24dpiF_a	polyAd_Bm24dpiF_a	polyAd_Bm24dpiF_b	polyAd_BmAM_a	polyAd_BmAM_b	agss_BmAF_b	agss_BmAF_c	polyAd_BmAF_a	polyAd_BmAF_b	polyAd_BmAF_c	polyAd_BmAF_d	polyAd_BmEm_a	polyAd_BmEm_b	polyAd_BmIMF_a	polyAd_BmIMF_b	polyAd_BmMMF_a	polyAd_BmMMF_b
gene398	1935.92	939.42	456.12	1514.71	5523.49	7744.13	148.22	175.67	90.43	142.99	201.94	254.69	306.2	245.01	661.01	567.13	199.16	154.67	44537.32	317.27	438.18	68.36	49.77	30355.42	12087.77	17.26	19.73	29.22	10.07	22.87	38.52	58.54	71.35	69.64	39.52
gene399	834.51	363.81	545.83	1289.67	4761.75	7456.21	130.54	80.2	100.3	75.53	175.18	213.65	268.91	228.85	570.34	367.07	144.62	106.85	33029.99	224.62	256.02	24.83	17.71	15017.75	11152.43	16.18	13.12	20.02	8.08	12.18	15.24	52.38	57.75	34.11	29.32
gene4	1155.66	1245.28	605.58	1847.65	9663.31	12332.66	728.83	427.75	463.94	262.39	762.28	691.52	826.29	730.94	1688.43	1198.77	384.55	257.38	35138.07	435.79	563.09	113.95	98.17	31479.11	21330.69	34.79	50.2	42.65	38.37	21.71	33.97	152.78	87.41	97.32	84.8
gene40	0	0	2	0	0	103.71	16.88	2.18	7.78	7.89	18.46	13.1	13.74	10.55	35.28	51.28	10.39	15.06	2145.46	8.1	10.03	0	2.16	2778.28	1233.57	6.97	0.08	0	4.04	1.36	0	3.35	0	0.87	1.62
gene400	31.64	80.64	152.72	885.27	2687.64	4174.58	129.93	201.69	105.67	36.62	116.24	137.23	61.22	111.5	327.48	264.95	65.21	48.75	14716.36	91.22	323.5	19.9	10.42	11002.19	8505.71	10.87	4.04	12.11	9.66	14.13	13.2	74.23	25.3	73.74	24.74
gene401	233.99	755.11	386.14	759.36	4135.67	5745.08	345.8	249.72	271.66	86.26	268.8	312.28	172.17	287.42	615.04	514.66	148.31	103.73	18424.28	191.35	432.76	38.73	35.92	11794.4	11571.59	16.46	6.09	9.87	8.72	7.92	26.94	62.79	31.38	61.87	35.79
gene402	2048.6	589.19	347.18	1498.31	4298	4735.07	93.48	84.84	46.4	55.07	124.33	182.51	151.27	170.89	416.23	320.74	102.97	81.61	36984.93	172.01	454.57	39.71	25.66	23546.62	17617.68	27.32	20.66	26.73	27.41	19.51	52.46	63.5	67.77	29.13	22.82
gene403	1504.97	1851.62	320.62	2032.81	9207.19	9219.8	69	35.92	34.9	37.92	185.75	194.84	194.87	248.22	506.42	381.23	133.2	90.81	48006.54	216.67	227.96	49.6	24.34	38175.99	29458	30.61	6.71	27.1	21.56	14.39	25.48	48.93	110.45	42.74	28.23
gene404	951.16	443.68	465.41	1884.81	7514.98	8107.32	192.19	212.68	109.43	91	126.07	162.19	135.99	184.15	398.84	363.74	113.78	62.45	48803.22	163.27	290.44	65.48	19.84	30271.17	20573.66	26.3	6.74	16.5	13.88	10.84	27.96	121.62	74.29	83.29	40.19
gene405	1485.48	1449.16	653.46	2493.47	9355.45	10182.77	363.3	269.2	231.61	111.83	397.23	372.62	382.6	500.11	898.23	761.55	236.85	137.11	60404.62	266.94	590.23	45.72	26.56	35780.98	29088.87	16.21	3.25	22.94	20.82	14.83	39.16	154.28	83.16	150.28	43.41
gene406	853.56	618.54	347.15	2022.31	5945.25	8289.21	298.17	256.03	180.93	80.24	261.33	334.38	293.39	350.34	686.13	577.09	153.12	122.46	35619.95	201.93	401.96	49.64	47.9	18974.44	19071.87	15.4	4.03	27.66	12.13	13.37	26.38	121.88	107.87	144.49	45.41
gene407	926.63	1260.44	453.6	2314.66	5034.97	6915.7	303.57	191.08	197.02	75.82	215.32	262.99	163.47	222.85	504.09	430.89	126.35	107.64	41722.72	200.21	361.46	24.78	20.22	26396.62	38237.26	28.79	10.12	40.36	20.86	14.98	23.82	193.41	103.46	126.05	83.42
gene408	868.99	3503.83	674.46	2438.82	9591.13	12844.75	459.29	430.49	241.77	177.86	426.16	443.67	449.29	541.96	1039.18	830.4	255.16	186.4	64989.25	394.5	817.21	66.9	44.04	38437.8	34615.12	39.73	20.74	48.45	32.32	31.83	66.1	268.52	145.86	235	103.53
gene409	2518.85	1930.53	886.58	2216.87	6526.39	10859.96	209.64	167.08	146.71	130.79	254.72	269.31	329.67	287.67	611.34	511.42	119.16	77.03	40555.46	134.75	256.11	28.74	25.21	20501.16	20350.01	21.4	3.1	21.22	6.25	11.31	25.47	127.66	83.47	114.94	56.33
gene41	22	1119.28	193.55	388.39	1156.57	1387.59	78.08	89	53.42	35.27	65.26	75.71	115.77	74.75	256.66	215.39	153.5	131.48	27418.93	211.61	410.91	43.24	12.1	15292.46	17772.05	14.13	13.71	35.18	7.27	21.48	36.69	71.78	29.23	38.78	25.98
gene410	1114.94	2677.58	1029.28	2890.93	8872.36	13164.34	282.56	209.35	179.14	140.64	352.03	378.17	453.45	466.28	1045.56	856.56	209.15	172.8	73402.91	309.34	429.42	81.58	51.4	47837.56	44707.89	35.62	19.05	22.16	14.12	13.15	44.25	193.48	147.7	148.6	96.7
gene411	975	1231.51	556.79	1802.87	5988.44	7031.56	187.15	106.11	90.94	74.1	173.56	193.61	182.22	217.04	496.87	378.58	112.74	96.71	41982.98	151.76	276.2	40.88	15.57	24543.21	21508.64	5.91	3.82	17.03	4.45	7.63	17.8	131.89	83.66	91.25	41.52
gene412	793.71	1668.23	416.04	840.64	5152.8	5340.49	62.95	46.9	25.91	36.88	64.44	57.26	79.7	80.22	179.99	218.4	66.23	48.29	42127.78	70.63	139.97	20.47	3.81	22790.46	19316.58	10.41	4.11	7.7	8.01	5.45	12.13	58.56	49.94	50.58	32.11
gene413	1507.12	2946.63	711.8	2173.43	9636.19	10009.12	128.39	56.44	75.21	79.9	268.27	315.45	373.79	398.1	781.37	739.49	344.84	268.68	92900.87	564.75	658.99	174.63	144.52	72123.46	64636.92	67.65	52.51	107.33	63.68	27.87	57.33	117.06	159.26	75.39	84.42
gene414	37.99	533.58	532.71	2051.93	6590.42	9074.11	103.41	85.87	53.6	51.3	82.32	96.61	103.56	131.57	309.05	258.22	59.75	56.95	40315.06	135.07	202.96	37.03	13.18	25778.99	30173.35	29.04	3.89	23.5	22.55	9.87	21.41	68.85	64.57	46.11	32.41
gene415	1237.19	1191.18	230.17	837.46	3476.45	3808.14	122.77	119	44.27	97.38	74.83	135.72	53.26	128.89	312.82	254.83	55.5	49.75	15264.5	85.92	197.71	57.14	24.07	9700.66	7439.17	2.55	0.75	16.23	0.21	6.81	16.49	36.83	17.3	32.27	23.17
gene416	910.03	1705.17	1039.43	2885.2	12441.64	12297.76	901.28	947.17	733.5	278.31	328.52	414	407.76	442.31	985.93	763.52	430.1	201.14	94414.16	412.71	1097.64	153.27	116.83	98958.44	68506.83	51.89	20.94	69.44	48.13	16.54	60.72	510.88	298.67	397.37	117.05
gene417	3291.19	4481.76	1579.9	4846.11	21999.36	22562.22	438.03	341.35	265.35	241.68	823.3	771.55	784.9	1007.71	2033.62	1675.65	472.31	406.61	136838.62	638.28	999.65	253.1	152.45	105527.01	68057.64	100.44	52.08	93.15	53.91	37.83	69.93	219.4	255.24	109.91	131.47
gene418	210.04	571.02	145.8	346	2311.76	1473.74	33.84	19.5	27.75	22.66	18.34	29.78	30.97	29.04	87.81	108.51	13.67	7.35	5473.41	12	34.87	3.47	2.11	3176.07	2769.83	0	0	0.7	0	0	0.13	30.8	7.92	26.55	5.65
gene419	888.64	1018.11	414.74	1746.41	7853.95	9243.72	257.17	228.6	186.42	143.32	257.42	256.97	266.77	306.23	599.89	538.34	81.18	81.07	29671.48	150.31	411.23	34.51	10.09	15682.19	15584.68	11.99	8.87	20.81	4.04	18.83	15.13	101.56	52.59	68.59	51.12
gene42	899.54	340	218	998	1943.28	4735.56	116.52	95.96	87.8	68.85	166.47	156.93	196.02	155.7	454.21	305.52	125.28	107.17	30182.11	155.45	204.09	37.9	19.89	29783.7	17614.32	32.32	21.87	13.18	14.14	18.79	16.15	89.66	36.88	59.5	22.14
gene420	2038.45	3634.39	996.15	2788.72	10484.62	14692.07	488.74	347.98	354.05	194.06	370.55	367.24	415.17	484.44	1046.73	876.64	254.01	174.11	69647.07	310.54	722.82	111.01	76.5	53600.77	28123.46	51.9	31.34	31.28	39.93	27.5	52.72	160.48	64.51	129.45	57.42
gene421	315.58	1499.03	373.06	1514.18	8264.34	9670.09	201.87	202.37	99.76	70.49	148.64	201.19	154.05	205.89	464.83	397.18	128.28	91.64	37126.72	168.79	310.29	36.91	21.47	20004.27	27870.78	23.23	12.71	23.41	6.36	24.19	26.91	61.69	27.93	68.08	46.66
gene422	7907.85	11177.08	2749.68	9304.01	31555.9	36527.32	209.93	126.77	114.28	246.69	753.98	817.4	1103.08	1019.68	2088.43	1590.55	939.36	808.55	414296.57	1138.13	1208.19	490.34	221.75	352023.81	290906.62	165.03	88.07	204.4	96.91	75.14	175.38	155.5	392.71	171.25	135.48
gene423	5720.75	8501.24	3509.89	9566.32	38772.55	53025.74	1400.47	924.95	1018.15	782.48	1865.49	1903.7	1839.59	2335.39	4795.78	3898.65	870.91	649.68	180685.13	1086.7	1776.48	478.1	200.78	179416.37	114135.89	123.38	74.99	101.64	60.77	68.84	168.34	383.1	326.16	345.6	206.62
gene424	1300.19	3723.75	815.02	2116.3	6886.62	10274.77	270.97	192.68	198.04	164.66	430.53	429.83	475.97	553.19	1041.4	897.23	167.06	112.71	32779.93	182.82	409.48	73.75	19.7	21087.74	23193.42	14.61	7.96	32.55	14.6	7.71	24.65	82.65	80.2	55.61	61.63
gene425	3095.66	1983.1	819.26	3484.87	11631.89	13776.87	793.4	514.25	426.47	461.78	940.94	1020.67	1138.34	1190.54	2741.3	2094.1	723.46	476.24	89227.07	869.91	1479.95	285.77	151.7	80620.19	71821.3	102.61	109.61	126.93	108.83	46.86	75.78	187.53	185.86	115.3	112.53
gene431	6	370	185.97	584	1809.87	1493.45	39.98	78.77	18.18	25.59	72.14	101.97	90.94	137.41	213.72	135.46	61.54	43.88	15994.28	103.05	202.12	14.23	20.22	8979.48	12416.77	10.1	10.62	10.82	14.8	4.04	21.84	27.59	25.9	22.31	18.68
gene432	461.49	648.89	436.66	1518.65	27595.81	33904.49	1150.4	1525.25	617.44	560.55	1352.18	1763.31	1066.2	1157.02	1657.95	2095.99	1923.58	1613.32	592543.34	3406.42	3514.92	829.6	514.15	436182.75	693545.95	326.16	214.41	924.54	310.96	75.63	114.33	417.6	274.27	285.09	159.86
gene433	3386.95	3642.38	2724.01	8314.58	143616.15	157913.49	1816.19	1723.8	976.46	1240.06	3757.03	4586.97	2603.79	3377.04	5227.91	5464.62	2816.86	3312.9	729432.19	4394.04	4491.24	2289.06	1287.97	1004075.13	613996.72	574.89	471.11	736.06	628.18	69.81	172.78	378.25	383.19	358.81	379.62
gene434	9.42	12.92	23.92	44	137.4	1019.23	51.37	18.12	10.58	29.4	89.58	90.04	117.92	71.51	183.7	204.06	69.8	85.46	23985.43	102.88	113.45	40.79	17.01	25443.56	13573.03	2.02	2.02	11.5	4.04	2.02	0	21.95	7.25	13.54	16.59
gene435	0	0	0	0	0	0	3.08	1	4.55	1.15	5.12	8.31	1.9	6.68	9.94	0.21	1.7	0	0	1.31	3.86	2.02	1.71	0	0	0	0	0	0.93	0.73	0.95	0.36	0.84	0.25	0.65
gene436	0	0	0	0	0	0	9.73	3.39	5.49	3.9	9.29	5.04	8.01	7.36	8.65	19.14	5.64	4.6	0	3.98	10.8	0	4.19	0	0	0	0	0	0.04	0	0.43	0.88	0.33	3.07	0.33
gene438	1029.96	340	16	2	1338.89	2136	95.92	39.41	51.55	31.86	85.42	71.05	65.19	74.76	154.4	109.67	49.71	50.29	9351.13	38.76	91.74	17.29	10.91	9736.42	7836.15	6.06	10.1	2.02	0	2.02	4.03	16.03	4	37.64	16.62
gene440	0	0	0	0	0	0	44.33	32.97	19.29	23.83	41.45	54.65	45.95	76.54	100.33	62.88	84.36	78.66	0	53.63	74.7	5.28	12.3	0	0	9.12	2.02	7.52	2.02	0	11.82	13.94	10.9	14.67	10.42
gene441	2169.99	460.99	289.51	1186.79	4689.77	7520.46	424.88	386.62	304.02	154.84	377.2	434.64	508.7	478.5	1046.34	787	464.79	327.49	96559.76	580.85	690.23	113.16	88.18	82601.11	77752.56	38.69	28.57	67.3	30.22	37.18	53.07	193.05	115.78	143.7	103.95
gene442	1065.24	589	495.42	1634.81	6260.36	9622.34	477.93	315.42	333.5	150.78	395.25	518.37	567.64	467.3	1061.94	821.71	391.5	274.41	56862.92	612.18	505.69	92.09	46.26	30439.36	23682.62	23.41	7.54	42.18	22.43	34.26	38.04	203.68	85.14	148.84	72.74
gene443	921.77	816.36	239.28	853.33	2616.64	2885.16	154.42	63.43	71.07	35.05	140.55	148.08	200.87	127.51	325.06	250.8	122.71	81.1	27191.89	157.83	175.43	19.41	2.68	14468.89	9949.17	12.72	9.45	16.25	9.47	8.45	14.55	78.9	24.02	55.36	21.7
gene444	268	438.04	118.03	105.95	1623.51	1078.25	46.11	62.24	28.01	29.41	28.28	53.77	55.16	61.65	79.86	61.8	47.26	42.87	14135.51	57.7	108.53	3.96	8.07	7258.48	8122.9	11.99	2.02	1.94	8.08	5.17	14.13	32.19	12.95	31.36	5.44
gene445	12	36.56	100.9	311.95	1482.46	2789.56	117.62	80.57	61.93	27.21	72.82	112.76	78.14	71.81	248.59	158.85	34.09	20.18	3148.81	14.14	65.31	8.08	2.02	3075.65	1825.26	4.03	2.02	6.06	10.1	2.02	0	18	6.54	18	8.52
gene447	0	59.58	0	0	12.95	49.77	6.55	4.11	2	3.42	11.3	12.82	1.87	15.1	14.52	11.84	8.26	1.48	1242.07	3.51	3.2	0.78	0.63	1331.92	384.37	0	1.69	2.02	1.32	0	0	0	0	4.18	0.4
gene448	577.41	1437.5	317.93	1443.09	5199.13	6408.14	245.19	164.6	135.84	128.87	300.2	317.62	351.8	320.74	743.11	555.15	215.28	176.71	37892.17	259.74	333.22	108.71	43.74	37951.36	26744.74	28	22.22	18.17	18.17	20	44.98	111.52	56.39	88.65	32.68
gene449	2726.58	2888.27	1187.07	2682.44	13181.44	15995.97	917.22	564.46	605.68	259.8	666.46	871.09	814.82	916.8	2437.82	1847.55	1130.17	1180.66	342929.56	1569.22	1582.37	295.21	184.3	205006.91	134453.21	95.96	82.51	145.51	94.8	53.51	92.76	488.49	223.36	369.35	144.65
gene45	0	0	0	52.39	96.52	1.45	14.38	10.63	5.5	6.91	9.75	15.99	2.25	10.87	20.06	16.2	6.3	6.79	1569.44	12.61	2.58	0	1.44	1324.7	801.1	0	1.34	1.81	3.56	0.61	0	5.64	0	7.97	3.45
gene450	1011.77	1532	442.62	2162	7217.15	10465.85	373.19	262.61	261.66	156.22	335.71	352.52	292.75	384.7	962.12	576.36	150.33	94.26	36150.82	162.92	275.76	78.89	50.02	32606.01	27664.73	39.88	16.07	32.23	28.18	6.05	32.14	153.11	108.53	143.04	44.99
gene451	349	1191.18	275.98	1364.66	4090.61	4425.64	157.71	149.85	86.1	71.02	183.41	213.65	159.2	154.83	417.34	323.43	109.18	99.95	28991.97	155.51	186.68	48.95	21.42	25339.47	18243.91	26.22	7.42	13.76	14.5	4.04	10.06	75.25	48.96	57.25	43.7
gene452	0	1.8	46.32	158.28	259.28	575.77	19.86	37.83	18.47	16.21	32.49	30.84	17.64	28.9	61.91	56.73	33.97	17.21	5522.43	49.7	49.52	6.24	4.09	3381.95	3845.26	10.12	0	4.04	4.07	7.94	9.7	14.02	4.14	19.22	6.7
gene453	14.64	0	5.05	8.01	48.66	12.28	13.85	2.53	5.75	2.45	18.47	7.91	10.03	14.17	45.4	34.82	8.08	11.56	213.09	20	23	10.26	4.09	140.46	219.7	1.92	0	3.55	2.64	1.12	3.92	2.96	3.2	10.62	3.6
gene454	439.66	393.22	170	431.91	1910.26	1513.94	181.21	78.09	103.88	21.44	93.62	94.79	46.92	95.2	299.47	220.54	40.65	39.69	4808.01	88.57	86.6	36.07	6	3987.18	2520.29	3.93	6.06	2.21	0.09	2.02	3.58	33.87	26.55	38.21	19.7
gene455	1920.29	2038.84	824.09	1580.62	3282.26	5731.84	197.94	160.4	112.51	97.28	227.22	254.51	308	266.79	649.97	400.54	181.97	97.61	36259.6	141.15	280.53	75.57	54.21	36640.96	28067.84	32.29	15.44	16.45	11.55	9.9	14.42	120.76	80.22	112.61	41.74
gene456	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	2.25	0	0.87	0.68	151.01	0	1.5	0	0	172.23	26.12	0	0	1.96	0	0	0	0	0	0	0
gene457	552	766.82	425.21	1063.45	1967.66	3794.04	245.42	125.62	187.78	76.01	266.31	174.57	264.7	192	475.48	417.56	132.84	112.61	16372.94	149.46	157.26	39.77	26.04	13234.78	9279.64	6.05	9.94	14.13	10.09	9.91	4.42	47.24	23.86	32.53	20.88
gene458	30.09	1791.13	220.38	645.86	3969.16	2958.59	64.61	34.02	37.29	22.6	67.22	96.83	131.78	103.79	294.45	232.81	147.99	136.37	30181.76	198.53	232.45	18.71	13.37	13193.19	11973.48	13.73	4.64	16.6	8.07	35.14	23.58	52.58	21.42	59.31	17.28
gene459	27.14	344.99	429.73	1371.18	3125.74	6787.72	207.48	236.17	122.09	71.02	198.08	150.43	181.35	187.05	554.14	363.59	186.09	110.66	38332.33	250.66	205.13	41.8	26.21	19098.26	19742.13	22.46	5.61	21.65	16.1	2.93	38.17	126.92	67.17	159.64	56.79
gene46	0	0	0	0	91.95	0	5.16	0	4.06	2.93	10.8	7.42	3.95	3.48	6.11	5.11	0	6.06	564.58	11.73	5.61	0.3	0	790.58	440.77	0	0	0	0.45	0	0.26	5.05	0	4.93	1.65
gene460	470.38	264.74	28.19	158.75	1964.54	1918.21	99.83	94	94.69	55.3	58.53	121.47	59.38	88.34	235.04	216.92	59.82	49.21	13943.87	85.07	156.07	34.27	4.04	7555.45	8000.13	11.14	2.38	9.61	4.78	5.11	14.13	75.34	18.38	90.49	24.38
gene461	0	0	0	0	0	0	28.86	21.75	23.62	2.46	24.73	19.32	10.04	33.4	42.74	41.63	46.61	13.68	0	38.49	38.13	5.34	1.47	0	0	0	0	10.75	0.17	0	1	19.18	2.89	12.24	0.3
gene462	0	0	0	0	0	0	35.39	17.79	15.4	6.97	32.25	47.36	45.63	46.13	107.47	68.59	67.49	38.45	0	45.93	60.18	3.25	6.24	0	0	7.64	2.96	5.62	16.08	7.55	1.89	12.87	9.18	10.37	5.8
gene463	169.12	731.68	235.41	940.54	3212.66	3815.64	136.69	166.92	135.12	74.14	128.17	154.58	158.56	180.99	342.13	235.43	115.31	100.3	20040.01	166.71	260.41	22.11	21.58	11306.13	13416.66	6.59	8.08	28.55	6.04	15.82	17.74	71.46	46.34	60.3	20.24
gene464	1975.96	1703.02	405.54	819.46	4013.31	6399.03	128.26	104.28	73.51	36.53	159.4	200.56	191.55	179.05	422.76	362.36	124.95	98.82	42867.43	232.18	336.06	35.76	13.99	25916.42	19508.55	14.46	6.06	20.12	28.08	16.16	20.17	90.74	53.72	61.93	29.28
gene465	23.77	1056.03	147.34	517.13	3480.3	2851.69	190.69	171.93	145.52	97.08	248.11	231.52	243.54	279.98	649.65	405.54	186.48	143.32	30075.64	307.74	462.23	54.68	68.57	21614.94	13135.23	27.33	33.55	20.32	17.01	24.58	48.4	104.1	58.5	89.6	34.3
gene466	1427.72	2699.83	1041.72	3000.57	8233.64	10492.75	354.71	337.65	210.64	220.39	585.3	717.12	528.79	588.61	1229.38	1004.73	657.56	545.85	187187.09	982.63	1030.52	168.01	125.2	102491.24	79253.2	74.73	39.16	78.6	32.22	64.91	113.41	215.47	145.9	293.77	76.49
gene467	344.38	81.3	154.06	232.03	1300.46	1096.17	93.41	91.6	45.41	37.47	153.62	107.21	154.23	117.63	229.43	214.14	228.4	181.53	31960.36	289.92	276.72	33.01	45.29	13184.26	14751.26	26.04	16.95	32.41	21.7	21.99	51.87	61.34	40.89	44	27.26
gene469	511.11	106.7	201.83	627.6	2068.09	1530.11	314.49	215.85	171.65	113.99	160.65	172.76	204.88	185.33	437.53	354.9	184.24	200.71	18108.87	272.87	309.55	81.3	22.6	13691.58	13413.89	26.2	13.26	34.75	6.88	15.06	17.36	140.8	49.65	130.78	64.82
gene47	0	0	0	0	44.62	3.15	3.41	0.64	1.4	0.44	2.4	2.64	0.14	1.39	5.67	3.21	0.49	1.15	482.34	4.32	1.42	0	0	356.68	152.71	1.84	0	0	0	0	0	5.05	0	8.34	0.17
gene470	4.5	781.24	167.61	262.76	1448.36	2800.39	89.18	27.43	34.48	35.92	89.85	105.43	90.74	81.26	207.57	170.69	70.22	57.73	17041.21	111.17	86.7	22.65	21.7	15921.47	15832.44	34.26	11.59	20.37	26.25	12.7	9.81	41.74	33.2	43.21	15.97
gene472	2	16	38	85.75	670.55	327.19	25.66	12	8.65	2	8.08	12.65	18	20.2	32.25	28.75	27.61	6.06	3438.14	32.75	26.03	6.06	2.02	2169.85	1830.83	4.04	0	10.1	0	0	7.7	6	2	8	0
gene475	238	303.89	129.72	363.64	1188.74	1455.26	97.94	42.51	55.4	37.32	142.04	166.09	160.68	129.48	307	217.21	138.89	104.57	17422.89	147.02	130.04	49.41	43.02	18059.61	14482.36	16.16	14.53	10.48	6.42	14.14	7.69	36.12	19.8	45.4	16.69
gene476	83.64	295.98	122.96	176.62	696.44	1026.19	147.64	75.52	78.65	37.64	124.95	128.29	144.06	112.26	267.25	190.93	135.68	95.92	8751.62	158.92	183.34	33.91	17.83	8761.99	6146.28	15.89	4.04	13.61	13.63	17.83	18.23	37.26	11.46	40.98	11
gene478	33.99	657.97	456.38	518.79	3516.93	4769.22	291.68	173.39	139.27	63.98	201.01	269.44	193.42	274.2	1968.72	1776.91	622.15	399.99	109282.45	631.68	954.03	162.25	72.15	63309.58	23601.86	24.17	20.15	14.07	18.12	26.25	22.03	126.07	44.45	141.55	20
gene479	820.05	1184.39	467.38	1391.07	4722.11	4919.09	275.29	227.04	169.81	60.74	277.82	300.9	322.49	262.28	720.93	476.88	280.72	201.02	50312.76	275.63	413.09	87.64	49.46	35396.58	21707.45	15.38	12.12	24.3	16.15	8.08	14.04	139.99	59.53	123.28	46.03
gene48	2.38	1.59	17.56	0	26.32	341.83	29.1	21.35	5.83	13.55	17.21	21.61	19.09	28.17	40.83	33.48	14.28	9.7	1095.84	18.46	36.68	0	0	836.66	785.54	0	2.84	3.76	1.67	2.02	2.02	4.56	1.13	1.06	0
gene480	416.63	355.6	149.43	714.95	2551.18	2781.43	221.91	223.87	174.86	102.44	161.53	217.34	251.07	173.6	408.73	277.27	125.88	55.58	16055.83	186.14	188.9	99.59	16.68	10996.99	8609.09	17.18	14.04	16.39	12.05	15.07	19.95	68.63	41.81	55.88	30.27
gene481	2772.98	4936.12	1072.06	4992.09	13811.93	13794.36	732.69	465.8	419.41	265.56	758.87	801.9	919.76	852.01	2211.14	1713.13	1010.77	643.38	257661.94	1427.73	2060.78	455.07	281.32	227117.03	146295.66	168.45	117.36	153.61	112.46	54.93	159.19	474.43	296.52	371.6	113.44
gene482	534.07	583.78	174.94	633.09	1596.87	1625.15	296.52	206.27	162.55	81.66	262.72	290.66	223.48	303.64	727.09	590.23	195.75	159.22	33616.94	350.72	417.71	43.75	9.05	20195.07	16009.36	25.56	11.68	26.02	15.82	17.03	28.97	145.43	85.56	83.21	50.9
gene483	509.93	301.3	81.28	152.36	992.6	1180.61	91.2	78.46	39.46	37.28	66.06	79.51	76.15	65.64	228.48	161.31	45.56	26.41	10754.32	73.12	101.19	0.24	5.33	5367.25	4100.26	7.74	4.46	11.07	5.33	4.08	3.07	44.02	10.52	21.27	12.59
gene484	290	23.5	39.13	351.35	806.6	844.34	33.47	31.29	23.9	6.28	42.14	30.14	58.45	74.15	162.66	97.64	28.82	24.25	9130.65	43.57	69.7	5.36	0	6043.54	5603.58	0	0	3.15	2.02	5.61	5.9	23.6	9.24	13.49	4.34
gene485	7.25	562.71	132.29	72.46	838.89	530.89	87.26	84.27	51.94	26.99	49.02	74.58	39.3	48.22	167.37	85.91	68.94	38.4	5564.05	66.75	136.98	19.02	18.15	3605.89	2966.78	11.4	5.4	4.04	20.2	3.6	10.06	17.28	16.49	24.62	7.95
gene486	2.72	8.98	18.12	295.38	559.77	423.95	63.34	44.39	46.4	14.13	44.41	53.44	23.81	49.88	160.74	95.3	68.39	39.12	6538.8	54.35	94.38	13.24	7.02	3254.17	2469.56	5.04	2.66	1.86	4.04	5.51	5.6	28.65	10.36	40.67	12.27
gene487	893.97	1697.87	432.64	1275.77	4762.05	4570.93	186.15	187.9	175.08	89.97	193.26	233.57	227.25	232.93	655.15	592.54	190.44	152.03	44394.98	237.66	372.1	103.83	65.39	45847.12	27026.83	56.35	22.08	30.23	26.07	6.06	28.28	165.16	64.54	178.48	44.98
gene488	6	1.81	42.68	10.49	636.89	342.22	34.66	29.16	24.61	21.4	44.99	89.96	46.5	44.48	116.51	71.59	21.56	28.2	4553.96	33.08	26.8	2.27	8.08	5337.38	2999.93	0	0	1.08	2.02	3.35	2.28	15.55	5.21	7.45	7.15
gene489	4229.75	6868.64	1781.6	5722.52	16107.01	19143.93	734.23	470.14	428.73	397.37	1053.53	1115.69	1440.08	1336.45	2814.45	2089.92	922.62	663.46	183740.75	1219.56	1590.47	344.22	250.84	173405.7	105739.79	146.4	87.65	110.7	119.68	55.33	139.44	247.88	228.75	243.8	184.57
gene49	644	461.28	424.38	1778.69	4196.03	5615.52	70.77	42.7	49.23	28	98.04	86.22	141.59	133.85	212.6	192.66	114.69	89.88	28374.58	139.44	183.27	27.21	20.07	19239.1	14951.2	6.06	9.74	10.08	12.4	4.04	14.17	41.4	17.02	30.82	10
gene491	2848.87	4628.6	1027.73	3348.26	10797.66	15969.3	778.72	543.87	494.54	314.79	835.55	985.1	859.92	948.52	1889.38	1639.31	601.68	477.65	127969.46	863.96	1122.37	255.31	149.6	97584.24	82008.36	67.13	38.04	115.51	84.08	45.07	82.32	414.18	271.57	357.93	131.17
gene492	2540.31	1116.88	944.75	1819.79	6048.41	7305.16	328.49	194.79	173.01	104.3	318.92	318.08	371.96	337.22	624.84	595.43	242.16	192.78	53758.97	310.01	345.26	123.11	54.56	35561.34	28536.34	26.24	22.2	46.45	7.25	21.34	41.94	97.5	87.48	89.89	54.15
gene494	381.66	1235.83	648.7	1454.37	5013.17	6331.86	529.99	401.05	326.99	134.68	352.88	398.7	287.23	465.06	1027.6	792.57	488.47	323.6	64615.1	645.28	813.24	158.77	73.67	52018.09	42879.02	44.11	29.12	53.26	32.85	40.74	54.11	225.99	146.69	164.67	85.9
gene495	798	2363.3	220.73	427.11	1371.73	1837.21	128.73	64.29	46.71	24.88	71.39	102.19	96.88	193.73	919.63	723.84	527.67	284.8	106554.42	552.7	872.92	336.79	188.2	103266.64	55695.97	82.17	63.94	84.99	83.45	36.09	35.91	159.45	107.89	158.52	68.84
