agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	polyAs_BmV4dpi_a	polyAs_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAs_BmV8dpi_a	polyAs_BmV8dpi_b	polyAs_BmViL3_a	polyAs_BmViL3_b	polyAs_Bm1dpi_a	polyAs_Bm1dpi_b	polyAs_Bm2dpi_a	polyAs_Bm2dpi_b	polyAs_Bm3dpi_a	polyAs_Bm3dpi_b	polyAs_Bm4dpi_a	polyAs_Bm4dpi_b	polyAs_Bm8dpi_a	polyAs_Bm8dpi_b	polyAs_Bm20dpiM_a	polyAs_Bm20dpiM_b	polyAs_Bm24dpiF_a	polyAs_Bm24dpiF_b	polyAs_BmAM_a	polyAs_BmAM_b	polyAs_BmAF_a	polyAs_BmAF_b	polyAs_BmAF_c	polyAs_BmAF_d	polyAs_BmEm_a	polyAs_BmEm_b	polyAs_BmIMF_a	polyAs_BmIMF_b	polyAs_BmMMF_a	polyAs_BmMMF_b
Gene:WBGene00220531	556	667	1261	1055	80	105	2041	2670	530	453	2769	2695	84	183	111	165	1334	1406	1175	952	709	924	2030	1775	81	109	2656	2272	826	972	651	931	1379	1452	211	161	275	102
Gene:WBGene00220532	2	221	124	103	6	3	462	851	61	68	976	801	68	79	40	76	416	495	5141	5074	202	203	347	295	180	230	431	314	6075	5776	5392	5255	5013	4670	100	50	151	56
Gene:WBGene00220533	0	0	9	2	0	0	81	174	7	6	9	0	0	1	1	1	3	0	2	0	0	0	44	59	17	19	480	399	1	0	0	2	2	0	0	0	2	0
Gene:WBGene00220536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00220537	0	0	0	0	0	0	2	2	0	8	18	21	4	4	2	8	24	63	39	16	25	20	102	99	7	6	427	458	5	8	3	14	5	4	2	0	3	1
Gene:WBGene00220538	0	58	122	49	8	12	118	128	24	22	111	65	11	22	12	3	34	32	38	13	32	45	189	97	2	8	202	170	9	4	6	5	18	22	4	2	5	2
Gene:WBGene00220539	58	86	269	233	18	22	865	1455	252	282	1399	1018	42	109	52	43	284	314	213	218	107	109	301	378	203	132	271	211	1030	1072	1156	1056	863	741	159	107	197	96
Gene:WBGene00220541	223	170	200	149	19	31	602	634	137	139	1160	1054	99	151	61	121	274	401	317	270	232	186	441	515	285	320	424	371	479	455	377	509	774	800	177	111	236	91
Gene:WBGene00220542	0	0	0	0	22	8	3	2	71	108	536	513	59	105	48	50	118	153	122	86	101	92	222	236	119	148	205	170	191	272	168	217	283	285	92	79	129	33
Gene:WBGene00220543	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	2	0	0
Gene:WBGene00220544	0	0	7	4	0	0	37	44	10	10	23	47	10	7	9	12	4	21	13	2	31	21	14	39	13	42	3590	3575	922	922	678	804	1003	1056	10	2	3	0
Gene:WBGene00220546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	179	159	0	0	0	0	1	0	0	0	0	0
Gene:WBGene00220547	0	5	177	126	20	30	143	127	75	40	104	135	30	56	40	52	73	83	54	79	47	48	42	17	19	15	39	60	63	46	49	59	91	66	165	108	193	73
Gene:WBGene00220549	436	198	492	465	30	31	1446	1820	249	162	1421	1730	199	313	226	285	518	889	456	440	605	611	887	1145	818	1156	755	709	259	270	254	324	347	412	309	194	299	215
Gene:WBGene00220552	1589	2124	3565	2885	212	247	4501	5336	696	524	3887	4177	430	754	442	541	1712	1943	1743	1395	1506	1346	1938	2018	1666	1801	3315	2903	3212	3218	2666	3190	4862	4613	1059	768	1491	654
Gene:WBGene00220554	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	2	6	6	523	415	11	8	6	12	31	28	17	22	33	16
Gene:WBGene00220555	13	15	267	259	5	10	7464	10012	1216	1156	25748	20084	3047	3578	2614	2320	6252	9430	7450	6417	5168	6299	24154	26434	23111	30288	29031	26847	8858	6819	7665	10907	212	61	46	25	58	11
Gene:WBGene00220556	0	0	88	71	11	4	205	251	66	58	405	513	64	52	29	79	219	317	184	170	218	230	642	701	711	546	139	123	2250	1961	2856	2336	2563	2540	7	5	8	1
Gene:WBGene00220557	515	706	1306	1070	54	68	1347	1345	263	203	1101	1026	126	260	161	236	451	567	512	443	378	409	556	660	533	596	998	885	789	797	703	795	1216	1228	280	178	407	182
Gene:WBGene00220561	580	745	721	653	68	64	1487	1671	326	328	1991	1935	202	276	162	219	577	729	474	507	472	441	516	562	479	504	425	315	693	660	522	681	1205	1286	577	386	823	247
Gene:WBGene00220563	4	212	415	290	39	30	566	536	94	83	207	359	114	126	89	246	227	271	448	313	239	223	313	291	305	304	360	329	146	158	137	215	125	158	41	42	131	47
Gene:WBGene00220564	0	13	0	1	0	0	90	99	15	2	105	191	6	6	5	8	34	42	33	29	48	38	74	118	76	77	101	78	24	21	16	21	14	8	10	11	9	2
Gene:WBGene00220566	0	0	5	0	0	0	0	17	5	0	24	20	0	4	2	0	4	2	12	10	6	1	2	2	7	4	736	726	5	5	3	10	10	7	7	5	9	3
Gene:WBGene00220568	20	37	62	64	1	0	135	160	10	14	38	20	2	7	4	3	23	21	9	7	21	6	56	50	25	28	5499	4958	625	675	534	587	361	414	9	1	21	8
Gene:WBGene00220573	1	215	418	310	31	51	628	814	199	156	1102	1390	156	263	162	202	400	609	570	526	515	565	660	684	532	697	1293	1176	662	625	530	603	758	779	251	186	392	150
Gene:WBGene00220576	60	495	3301	2743	177	188	5705	7755	979	892	11676	11634	462	993	611	851	1714	2600	1308	1139	2261	2242	2318	2757	2492	3028	1881	1529	1908	1632	1474	1773	995	930	547	333	799	272
Gene:WBGene00220579	0	0	5	8	0	0	77	98	8	18	53	58	2	3	1	2	8	5	21	20	32	19	39	36	26	23	48	25	211	267	209	272	140	129	8	9	8	7
Gene:WBGene00220580	75	192	238	214	28	19	526	512	152	105	1623	1771	258	507	274	217	595	802	700	671	446	662	806	887	793	1002	262	191	465	509	454	494	594	628	210	131	269	90
Gene:WBGene00220581	0	0	2	0	0	5	5	3	6	29	210	219	12	11	18	13	29	19	16	16	26	32	84	31	14	5	476	394	69	64	60	70	56	68	16	19	13	3
Gene:WBGene00220582	510	1324	2099	1917	172	228	4028	4234	788	659	3783	3831	461	671	374	497	1192	1361	1104	1009	1005	1099	1376	1469	1454	1396	1778	1358	1471	1595	1337	1531	1359	1393	594	528	1000	417
Gene:WBGene00220584	43	42	42238	39259	1585	1899	3434	3645	381	210	0	0	2	3	1	2	1	2	3	4	25	17	4	7	35	15	14	8	159	170	143	177	366	277	2	0	0	0
Gene:WBGene00220585	828	949	1318	986	81	68	2890	3849	442	478	4824	4535	399	716	480	465	796	1097	357	256	1776	1701	4134	5307	5058	5241	1586	1344	1921	1437	1759	2214	134	158	232	286	300	190
Gene:WBGene00220588	162	59	771	625	60	64	2576	3917	578	632	4261	4193	181	301	189	191	424	647	169	105	784	875	1977	2085	1373	2257	370	303	482	591	656	693	32	35	20	24	33	11
Gene:WBGene00220589	1	6	154	84	3	8	586	588	104	80	348	382	51	53	40	41	250	310	276	250	256	253	185	172	108	205	2180	1838	278	246	255	258	86	122	59	55	96	40
Gene:WBGene00220590	1	0	37	5	0	0	168	230	29	41	232	237	42	31	18	45	226	169	178	119	84	65	60	48	11	32	89	81	201	166	169	148	219	225	13	2	13	6
Gene:WBGene00220594	37	164	496	482	38	28	3355	4035	689	541	2731	2840	228	320	189	346	800	1163	722	576	495	514	1163	1397	854	1048	1604	1289	417	341	366	421	282	351	165	96	200	79
Gene:WBGene00220596	0	0	0	0	9	7	0	1	31	49	423	382	71	103	62	66	231	265	322	251	145	147	280	302	250	343	747	735	144	157	128	174	107	119	99	102	113	84
Gene:WBGene00220598	5	4	1534	1293	40	24	3025	3429	268	145	297	223	17	22	13	15	189	148	1469	1498	52	84	291	199	101	105	183	209	328	310	529	589	444	482	6	1	6	1
Gene:WBGene00220599	745	678	976	615	51	84	1469	1810	415	368	5545	5894	194	274	152	329	641	693	627	534	1071	972	736	959	924	1030	631	570	898	822	676	869	1473	1385	476	373	751	279
Gene:WBGene00220600	0	0	1	2	5	6	0	0	23	7	45	81	24	41	32	39	30	36	35	25	28	33	35	45	41	34	60	43	69	47	55	66	95	102	33	18	44	13
Gene:WBGene00220601	0	0	24	32	1	0	38	51	18	9	142	145	1	9	2	3	16	12	2	4	1	10	14	6	13	15	25396	20891	1	2	0	3	6	6	12	11	7	5
Gene:WBGene00220602	3	28	375	504	37	50	671	903	139	108	1838	1666	210	446	288	177	353	457	244	275	316	396	476	468	448	565	476	354	487	448	365	511	240	212	32	23	36	14
Gene:WBGene00220608	737	719	2053	1766	76	76	2337	2390	210	141	899	1096	232	360	237	347	765	956	683	720	817	728	846	891	742	962	1162	882	917	951	655	875	792	862	352	197	502	176
Gene:WBGene00220609	1354	1826	3089	2163	120	160	3989	4661	537	406	2567	2791	505	762	417	589	1116	1421	1178	1108	1164	1182	1338	1686	1509	1591	2725	2393	3849	4300	3494	4083	4757	4480	886	603	1114	364
Gene:WBGene00220610	0	135	562	551	20	40	1285	1571	175	111	759	525	121	139	106	181	692	558	575	511	631	549	649	738	853	926	1202	939	2891	2870	2573	2695	2681	2723	142	113	199	104
Gene:WBGene00220614	0	0	0	0	4	10	0	0	5	5	183	182	17	28	28	24	15	27	31	10	15	15	28	34	22	31	22	13	42	28	42	36	103	96	94	58	151	52
Gene:WBGene00220615	498	1107	2494	2263	91	121	2539	2762	313	252	1530	1301	133	247	130	245	513	522	512	410	529	695	581	497	405	575	527	376	384	373	322	428	587	622	144	104	274	85
Gene:WBGene00220617	0	1	0	0	0	0	33	57	14	4	114	122	4	9	1	6	12	13	4	9	3	6	1	11	0	4	4005	3478	0	0	1	1	0	0	1	0	0	1
Gene:WBGene00220618	0	0	3	11	3	2	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	3	11	1	4	4586	4163	3	3	1	7	5	3	17	2	45	5
Gene:WBGene00220619	0	0	0	0	0	0	0	0	0	0	5	3	13	51	31	15	2	1	0	1	2	0	1	0	2	0	0	1	1	1	0	1	0	3	11	22	6	36
Gene:WBGene00220620	0	39	8	15	1	0	1	6	6	0	5	18	24	6	5	32	52	86	56	56	262	189	142	150	85	160	66	65	133	121	109	100	220	276	64	35	91	19
Gene:WBGene00220621	2	33	67	98	13	2	371	352	39	24	59	40	498	26	9	798	3968	4521	10548	10720	45	38	1476	1208	521	572	2667	2138	441	399	361	480	896	975	4	1	11	5
Gene:WBGene00220624	12	58	1766	1577	106	96	3112	3551	486	430	243	217	42	18	16	25	178	217	1104	1137	300	565	148	122	466	174	71	82	137	118	85	167	173	191	73	42	99	56
Gene:WBGene00220625	0	0	0	0	0	0	1	9	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	1	0	2	2	2	5	2	2	1
Gene:WBGene00220626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00220627	36	60	526	505	36	28	21057	25316	6159	4898	804	712	3	15	6	7	12	20	9	4	60	58	39	20	12	14	71	82	55	30	35	45	38	52	11	12	16	8
Gene:WBGene00220628	357	89	86	94	4	0	14516	20706	3372	3797	131178	117304	245	1986	1423	214	346	703	77	64	17	21	19	13	5	9	76	64	44	36	35	33	55	35	0	0	1	0
Gene:WBGene00220631	0	0	1	4	0	0	15	9	3	0	7	0	2	2	0	0	5	2	7	10	0	1	7	8	1	4	9	7	2	2	5	2	2	1	0	1	1	0
Gene:WBGene00220632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	21	19	9	6	157	123	2	1	5	0	7	13	0	0	0	0
Gene:WBGene00220633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	204	0	0	0	0	0	1	0	0	0	0
Gene:WBGene00220634	0	1	34	27	0	5	164	266	54	77	457	405	4	6	4	2	5	17	27	23	34	48	54	39	54	69	33	38	27	43	98	88	42	39	0	1	0	0
Gene:WBGene00220635	0	0	0	0	4	7	0	3	52	45	272	244	9	14	10	23	39	57	23	42	31	34	51	48	32	52	314	256	309	281	304	321	389	368	44	42	52	11
Gene:WBGene00220636	0	1	0	1	0	0	34	40	10	17	58	26	0	0	0	0	3	3	8	0	0	2	3	5	2	3	940	878	3	2	2	0	5	11	1	0	0	0
Gene:WBGene00220637	401	469	895	737	144	149	1062	1460	555	497	1796	1746	164	142	97	185	1040	1177	972	880	937	837	1258	1296	1096	1143	1959	1601	2398	2491	1849	2264	2838	2807	326	329	539	255
Gene:WBGene00220638	0	0	39	60	0	7	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	9033	9182	22	16	13	18	8	30	0	0	0	0
Gene:WBGene00220641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00220643	87	112	181	163	23	37	4343	5489	1750	1525	10054	8409	480	621	349	518	1466	1939	2804	2614	1056	1226	2338	2457	2691	2733	781	633	1606	1542	1283	1778	252	227	1049	673	884	511
Gene:WBGene00220644	2	0	0	6	0	3	166	282	82	73	482	515	69	127	80	98	184	234	94	97	736	588	113	171	89	164	153	146	48	35	32	43	66	106	15	2	21	5
Gene:WBGene00220645	0	0	0	0	0	0	7	0	0	0	4	8	2	1	1	0	27	17	21	14	0	0	27	28	9	15	14	12	1268	1275	1365	1240	1097	1104	2	2	0	1
Gene:WBGene00220646	34	17	561	470	14	26	1214	1338	149	137	1811	2004	274	622	354	368	1135	1809	687	675	1160	989	1066	1257	1181	1257	472	437	819	702	627	762	131	142	66	25	82	23
Gene:WBGene00220649	0	0	8	7	0	4	14	16	2	2	46	40	18	51	33	48	12	22	14	6	6	15	5	9	9	14	1670	1604	12	10	10	1	7	6	25	11	44	22
Gene:WBGene00220652	0	0	58	49	8	9	1109	1301	230	156	1908	1668	160	285	206	141	307	507	302	288	215	291	111	156	92	126	57	46	327	250	329	347	400	421	12	1	9	5
Gene:WBGene00220654	0	75	267	263	20	31	536	812	94	109	1601	1773	58	95	42	68	197	220	171	113	115	153	43	60	44	69	22	31	20	19	20	17	26	37	65	48	44	49
Gene:WBGene00220655	2151	2483	3208	2856	193	193	2759	2976	477	385	1849	2232	552	879	462	806	1575	1702	1307	1166	1601	1316	1437	1766	1546	1839	2243	1909	2560	3148	2146	2689	2641	2853	1314	1011	2108	536
Gene:WBGene00220658	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	3	2	5	0
Gene:WBGene00220659	3681	4537	10012	8179	480	475	15546	19307	1962	1566	9723	11017	1140	1271	766	3178	7451	8167	7472	6436	6734	5427	5960	6606	6134	7453	9083	7614	8873	9480	7083	9063	13488	14223	2432	3050	5659	1803
Gene:WBGene00220660	0	0	2	4	1	4	14	13	28	15	50	28	12	19	13	19	15	11	9	3	9	31	7	22	10	11	10	8	15	13	11	22	8	24	30	11	32	17
Gene:WBGene00220661	0	1	26	19	1	0	546	546	109	67	897	850	59	57	49	32	89	72	82	81	85	92	245	246	181	225	312	253	103	82	96	95	57	40	25	12	15	5
Gene:WBGene00220664	100	195	338	314	49	60	324	406	128	115	605	497	169	253	148	167	307	343	263	269	240	265	462	456	459	477	555	423	1144	1240	1194	1185	760	767	136	106	214	139
Gene:WBGene00220665	525	474	1443	1237	69	71	1127	1298	130	110	527	619	56	132	68	128	298	417	263	270	331	258	301	327	306	327	366	409	209	227	211	242	259	230	149	128	219	99
Gene:WBGene00220666	2558	3179	6437	5519	197	212	4455	4371	394	237	3730	3750	507	762	500	908	2246	2167	1534	1431	1983	1489	1950	2009	1597	1959	5153	4918	3771	4090	3207	4088	7900	6832	592	558	1509	439
Gene:WBGene00220668	268	508	607	537	161	154	469	526	298	213	2007	1927	247	410	235	261	768	920	893	746	717	731	792	948	814	872	1830	1528	1095	1170	878	1117	965	1043	445	317	665	248
Gene:WBGene00220669	7191	8153	19756	16137	1659	2014	18943	23681	5020	4732	71129	60498	6788	11120	6763	5039	19983	20235	15262	13755	12142	14385	20306	23660	21083	24104	32188	28346	16698	17016	14704	16087	10276	10669	8544	11704	7649	6703
Gene:WBGene00220671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00220672	0	1	264	224	21	14	71	120	36	41	8	19	10	13	3	30	159	148	1036	897	15	14	200	148	77	123	22	9	301	290	255	342	583	510	16	5	14	0
Gene:WBGene00220673	0	0	9	0	0	0	42	58	13	4	120	107	2	4	1	4	5	13	7	11	14	14	3	5	6	10	40	52	42	41	41	46	54	47	27	33	45	17
Gene:WBGene00220675	0	2	22	22	3	7	109	125	41	46	506	432	39	58	30	80	85	133	64	85	62	66	139	147	96	91	130	118	78	68	63	70	55	60	29	28	105	24
Gene:WBGene00220676	1	3	366	318	12	6	1388	1738	205	191	1529	1339	280	302	244	259	711	905	941	863	755	1092	1020	1314	875	1298	2116	1898	780	653	684	760	30	32	12	1	11	7
Gene:WBGene00220678	415	476	1689	1267	85	86	3448	3918	356	307	2534	2859	596	762	461	731	1742	1842	1451	1307	1425	1184	1180	1477	1377	1670	2078	1820	2012	2245	1638	1920	1818	2038	839	654	1135	331
Gene:WBGene00220679	3577	4620	4396	3840	239	331	5221	6235	742	594	4836	5247	470	674	421	1344	1891	2489	1786	1485	1643	1429	1988	2157	1803	2023	3454	2849	5058	5531	4388	5013	8770	8109	1560	1776	3850	1194
Gene:WBGene00220681	0	44	27	17	4	16	38	39	29	15	158	244	60	85	40	74	82	142	143	69	79	54	38	23	11	23	17	20	125	89	97	90	300	233	134	183	189	96
Gene:WBGene00220682	0	115	159	116	8	36	374	443	80	87	464	448	121	159	88	144	293	354	330	247	317	256	423	433	359	329	486	355	601	612	432	630	933	920	282	233	450	148
Gene:WBGene00220683	0	0	12	5	2	0	30	11	2	0	32	30	4	6	2	12	10	10	0	0	7	1	13	7	3	0	2	2	196	188	220	231	101	67	3	3	8	2
Gene:WBGene00220684	0	1	18	0	0	0	83	124	0	3	0	0	2	8	6	7	31	4	18	14	30	15	1	11	10	10	5	6	3	1	3	1	0	1	0	0	0	0
Gene:WBGene00220685	2500	3188	6182	4846	393	420	10845	13988	2016	1828	9223	8767	655	1112	652	962	2374	3442	2427	2162	2249	1995	3682	4060	3378	3102	3786	2844	7249	7360	5537	7632	12680	11982	1847	1164	3300	1084
Gene:WBGene00220688	7663	7567	11044	9898	675	709	12882	16381	2275	2049	16303	14429	1816	2404	1656	1997	6289	6802	5639	5083	4923	5591	6293	7329	7227	8290	9633	8212	7486	8062	6654	7829	6069	6001	2631	2841	3043	2060
Gene:WBGene00220694	23	198	415	375	50	74	1650	1986	525	455	361	418	89	130	66	131	507	588	674	408	360	388	400	387	251	249	429	406	312	302	238	290	664	669	153	178	245	87
Gene:WBGene00220695	135	542	788	637	58	68	528	680	102	84	584	826	64	118	63	127	174	290	182	163	227	193	329	364	240	320	397	290	357	360	300	361	483	445	385	303	767	168
Gene:WBGene00220696	414	579	2026	1453	153	223	2937	3908	787	644	8661	6747	577	791	547	560	2077	2681	2205	2018	1637	1785	3168	3491	2932	3443	6984	5355	2525	2333	2157	2687	1731	1690	268	497	345	379
Gene:WBGene00220698	1	0	3	16	0	0	14	9	3	0	6	8	2	2	5	4	3	5	5	12	0	0	4	9	3	5	1551	1509	4	2	2	3	7	13	1	0	0	0
Gene:WBGene00220702	1	29	100	110	9	9	258	221	23	34	36	31	29	43	26	23	98	87	79	71	80	118	177	125	104	100	115	95	87	92	109	122	175	143	20	19	49	15
Gene:WBGene00220704	665	224	1179	1125	68	65	1004	1148	167	115	786	904	254	374	222	353	878	764	527	479	469	446	691	806	709	911	1586	1306	1118	1125	946	1000	850	898	227	292	295	164
Gene:WBGene00220706	1159	880	5455	4777	318	475	11255	16039	2349	2363	16908	16079	1502	2187	1372	1624	5545	6231	4768	4716	3809	4171	4714	5162	4415	5006	4439	3568	5119	5146	4187	5068	7223	6886	1185	1086	1491	615
Gene:WBGene00220707	4442	4873	10974	10440	1409	2040	16912	22789	7451	7395	10984	10174	4299	3148	2104	3295	21080	20977	19162	19033	10085	11903	16875	18593	16499	20875	11846	10507	10873	9877	10705	11637	3024	2940	4797	2126	5639	2002
Gene:WBGene00220711	105	100	9910	8286	940	1209	1714	1377	482	248	26	22	82	29	13	89	789	858	933	799	272	275	253	292	206	233	123	95	154	120	117	149	472	515	5	3	8	3
Gene:WBGene00220712	51	205	493	514	55	95	609	872	333	261	1633	1360	363	577	348	340	1094	1239	1061	997	1097	1203	1010	1178	999	1523	1079	938	856	893	723	898	863	979	267	174	372	160
Gene:WBGene00220713	80	77	192	180	40	52	193	278	114	103	2143	1770	200	207	203	135	421	401	387	382	219	288	599	612	520	579	834	714	274	226	218	280	162	180	196	316	208	203
Gene:WBGene00220714	0	3	9	1	0	11	9	3	0	2	20	19	6	13	6	9	9	15	19	9	7	11	13	22	18	28	969	973	14	17	11	8	6	13	5	10	16	6
Gene:WBGene00220716	0	0	0	0	0	0	1	0	0	0	6	2	4	5	0	7	7	3	9	4	5	1	5	3	3	14	15	8	9	7	9	3	16	20	14	9	48	15
Gene:WBGene00220718	2	2	113	98	8	5	855	730	142	77	32	14	10	11	20	21	170	197	387	350	151	140	206	225	122	133	38	46	40	31	31	30	29	42	2	3	2	3
Gene:WBGene00220719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00220720	2	0	3	7	0	0	766	886	171	123	31	54	1	2	3	11	57	69	47	26	162	242	235	293	240	261	29	19	16	15	13	15	15	10	0	0	1	2
Gene:WBGene00220721	0	0	0	0	0	0	54	74	12	7	0	0	0	0	0	0	4	0	5	6	18	17	6	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00220722	1	2	3	18	0	0	1350	2157	130	217	1	4	4	21	6	0	5	10	55	36	226	568	190	137	128	183	5	4	6	5	7	0	7	9	0	0	0	0
Gene:WBGene00220735	517	955	1334	1174	89	89	1582	1553	273	157	1039	1146	173	225	124	272	484	527	496	401	447	400	470	485	373	518	1041	861	1175	1261	1044	1184	1771	1742	416	390	699	136
Gene:WBGene00220736	152	90	2659	2228	138	194	846	1042	152	131	328	361	225	484	259	369	672	900	300	202	1003	1027	2611	2324	1982	2261	1551	1301	3408	3464	3261	3371	4674	4510	122	64	165	67
Gene:WBGene00220737	1522	1873	3050	2714	134	209	2886	3618	474	385	3123	3751	786	1214	678	1223	2274	2935	2354	2161	1845	1942	3232	3304	2566	2965	8866	8620	3107	3053	2417	2754	2867	3028	1826	1806	2613	1076
Gene:WBGene00220740	1049	844	2821	2538	158	187	7267	9546	1197	1105	11185	9648	1046	1128	724	1155	3373	4190	3416	2966	2373	2556	4836	5493	4676	5016	8947	7073	2577	2637	2397	2877	2105	1916	708	555	772	365
Gene:WBGene00220742	51	75	165	198	29	7	194	335	82	55	761	869	79	141	92	121	261	292	320	233	189	207	268	327	244	317	380	318	354	326	262	308	573	589	197	140	308	82
Gene:WBGene00220743	1265	1050	2772	2216	177	162	4153	5267	799	557	3798	3974	445	600	336	755	1747	1982	1722	1429	1279	1450	2025	2399	1968	2069	2710	2392	1183	1221	1058	1130	1396	1372	546	538	921	341
Gene:WBGene00220744	1	1	5	12	3	0	421	387	130	109	175	70	30	35	24	14	54	71	45	43	68	99	113	98	74	38	163	121	203	193	187	197	372	351	2	0	0	0
Gene:WBGene00220745	1002	1496	1983	1622	45	109	3776	4240	360	303	1885	2323	107	101	59	231	967	1113	949	706	775	672	1100	1048	954	941	1089	1028	16520	18998	13264	16689	28189	25583	282	255	664	166
Gene:WBGene00220746	301	469	3211	2570	174	232	3300	3877	570	541	3385	3373	634	806	526	653	1982	2691	2157	1942	1416	1643	2457	2731	2044	2713	1763	1516	7269	6549	6506	6812	6230	6149	293	216	343	149
Gene:WBGene00220748	0	0	31	37	0	0	11	11	8	3	13	20	11	10	9	17	11	12	9	11	12	9	19	32	16	19	5816	5416	9	15	11	16	11	15	12	8	21	11
Gene:WBGene00220749	29	33	194	51	14	12	47	78	3	3	12	8	8	26	14	15	17	6	25	21	30	30	39	59	25	34	1498	1311	331	405	264	338	173	253	37	52	69	50
Gene:WBGene00220750	2	16	889	649	41	48	225	193	71	54	155	148	40	58	14	65	156	226	271	271	145	126	117	153	103	137	547	495	170	232	172	211	192	203	86	40	154	44
Gene:WBGene00220751	1	0	13	9	0	0	366	630	158	258	1045	1057	55	322	187	38	98	264	46	40	159	232	175	139	89	87	954	955	12	10	12	20	2	2	0	0	1	0
Gene:WBGene00220753	13688	13094	32731	27246	1272	1552	27793	32685	3149	2509	19784	20622	747788	1193990	779682	474290	9960	10885	7411	6777	7068	7135	9081	9251	7793	8907	11075	9670	7187	8245	6126	7587	11966	11412	37799	33835	73715	13101
Gene:WBGene00220756	1349	1496	2510	1970	78	175	3633	4298	543	445	2024	2160	393	530	341	587	1054	1224	935	792	945	846	1069	1094	1036	957	1476	1124	1246	1422	884	1291	1816	1799	527	587	943	344
Gene:WBGene00220757	2868	3820	11037	9012	589	622	21074	26740	3588	3255	26488	22460	958	1301	781	1724	6773	7827	5804	5248	4129	5061	6787	7374	6861	7866	8360	7577	5899	6641	5222	6118	5440	5368	1029	1098	1347	529
Gene:WBGene00220758	0	34	9	4	0	0	319	362	18	24	33	14	25	34	8	34	1	0	1	0	0	1	0	0	0	0	9	0	34	33	11	21	11	20	224	125	282	95
Gene:WBGene00220759	0	0	0	0	0	0	0	0	0	0	0	3	7	11	4	12	1	5	1	0	0	0	0	3	0	7	2	1	0	2	2	5	5	5	14	5	18	4
Gene:WBGene00220761	6000	6759	15577	13136	834	1026	18856	22025	3171	2573	10902	12457	567	577	462	1452	9775	11270	9068	7744	9538	8779	9214	9924	8183	10611	7730	6887	7342	8027	6239	7719	11943	11845	1225	1918	2653	932
Gene:WBGene00220762	1189	805	1496	1266	142	153	1752	2150	423	486	1582	1539	120	207	119	160	496	504	483	383	543	584	586	584	490	489	627	548	641	667	518	658	1161	1061	150	168	259	92
Gene:WBGene00220763	1	0	211	173	3	17	21	46	2	0	147	134	246	377	201	194	369	536	69	40	233	297	299	303	226	340	1663	1677	30	25	22	27	20	8	10	6	14	5
Gene:WBGene00220767	0	0	0	0	0	0	0	0	5	11	25	22	7	7	4	11	16	28	22	8	29	10	5	4	5	8	37	27	2	0	0	1	7	1	3	4	11	1
Gene:WBGene00220768	2295	3680	7034	6242	570	651	13387	17341	2850	2619	11516	12882	1424	1869	1063	2119	8534	8565	7455	6993	5834	5758	6642	7151	6702	8050	5844	5207	6562	7070	5724	7119	9459	9381	2152	1677	3673	942
Gene:WBGene00220770	3	73	164	133	24	35	1745	2076	666	633	1661	1388	93	168	94	107	274	330	305	233	256	282	464	423	310	369	5884	5428	231	160	238	231	402	449	110	118	158	62
Gene:WBGene00220775	0	0	0	17	0	1	6	2	9	1	12	5	2	2	0	3	1	0	0	0	0	0	4	6	0	2	13	13	0	0	0	0	0	0	0	0	1	0
Gene:WBGene00220777	0	14	38	24	1	0	217	264	48	44	666	556	181	267	214	145	463	610	453	457	135	254	33	32	24	32	55	54	12	8	4	8	11	22	14	13	13	5
